name,lattice_constant,band_gap,isMetal,magnetic_moment
Mo-Mo-C-NCS-PO,3.225,0.0,True,-0.0007
Mo-Mo-C-NCS-SCN,3.424,0.329,False,0.0000
Mo-Mo-C-NO-Br,3.229,0.0,True,0.4640
Mo-Mo-C-NO-Cl,3.188,0.0,True,0.3843
Mo-Mo-C-NO-F,3.244,0.0,True,0.8893
Mo-Mo-C-NO-H,3.089,0.0,True,0.0000
Mo-Mo-C-NO-NCO,3.171,0.0,True,0.3498
Mo-Mo-C-NO-NCS,3.204,0.0,True,0.4042
Mo-Mo-C-NO-NO,3.053,0.0,True,-0.0001
Mo-Mo-C-NO-O,3.125,0.0,True,0.6059
Mo-Mo-C-NO-OCl,3.109,0.0,True,0.9301
Mo-Mo-C-NO-OCN,3.173,0.0,True,0.4543
Mo-Mo-C-NO-OH,3.155,0.0,True,0.5178
Mo-Mo-C-NO-PO,3.143,0.0,True,-0.0000
Mo-Mo-C-NO-SCN,3.248,0.0,True,0.6643
Mo-Mo-C-O-Br,3.237,0.0,True,-0.0000
Mo-Mo-C-O-Cl,3.211,0.0,True,0.0670
Mo-Mo-C-OCl-Br,3.209,0.0,True,0.8251
Mo-Mo-C-OCl-Cl,3.185,0.0,True,0.7269
Mo-Mo-C-OCl-F,3.218,0.0,True,0.8983
Mo-Mo-C-OCl-H,3.132,0.0,True,-0.4586
Mo-Mo-C-OCl-NCO,3.173,0.0,True,0.6413
Mo-Mo-C-OCl-NCS,3.207,0.0,True,0.0001
Mo-Mo-C-OCl-O,3.112,0.0,True,-0.0722
Mo-Mo-C-OCl-OCl,3.078,0.0,True,0.4023
Mo-Mo-C-OCl-OCN,3.175,0.0,True,0.7702
Mo-Mo-C-OCl-OH,3.159,0.0,True,0.6099
Mo-Mo-C-OCl-PO,3.138,0.0,True,0.6196
Mo-Mo-C-OCl-SCN,3.242,0.0,True,0.8807
Mo-Mo-C-OCN-OCN,3.334,0.305,False,0.0000
Mo-Mo-C-O-F,3.242,0.0,True,0.0000
Mo-Mo-C-O-H,3.151,0.0,True,0.0000
Mo-Mo-C-OH-OCN,3.326,0.167,False,-0.0000
Mo-Mo-C-OH-OH,3.300,0.0,True,-0.0000
Mo-Mo-C-O-O,3.114,0.0,True,0.0000
Mo-Mo-C-O-OCN,3.194,0.0,True,0.0000
Mo-Mo-C-O-OH,3.179,0.0,True,0.0000
Mo-Mo-C-PO-Br,3.247,0.0,True,-0.0000
Mo-Mo-C-PO-Cl,3.209,0.0,True,0.0000
Mo-Mo-C-PO-F,3.257,0.0,True,0.2213
Mo-Mo-C-PO-H,3.130,0.0,True,-0.0228
Mo-Mo-C-PO-O,3.157,0.0,True,0.3682
Mo-Mo-C-PO-OCN,3.196,0.0,True,0.0000
Mo-Mo-C-PO-OH,3.177,0.0,True,0.0112
Mo-Mo-C-PO-PO,3.174,0.0,True,-0.0000
Mo-Mo-C-SCN-Br,3.461,0.439,False,-0.0000
Mo-Mo-C-SCN-Cl,3.435,0.398,False,-0.0000
Mo-Mo-C-SCN-F,3.418,0.455,False,-0.0000
Mo-Mo-C-SCN-H,3.381,0.189,False,0.0001
Mo-Mo-C-SCN-O,3.261,0.0,True,-0.0000
Mo-Mo-C-SCN-OCN,3.417,0.425,False,0.0000
Mo-Mo-C-SCN-OH,3.398,0.150,False,-0.0000
Mo-Mo-C-SCN-PO,3.275,0.0,True,0.0002
Mo-Mo-C-SCN-SCN,3.486,0.196,False,0.0000
Mo-Mo-N-Br-Br,3.411,0.0,True,0.0957
Mo-Mo-N-Br-H,3.296,0.0,True,-0.0000
Mo-Mo-N-Br-OCN,3.376,0.0,True,0.1203
Mo-Mo-N-Br-OH,3.354,0.0,True,0.0001
Mo-Mo-N-Cl-Br,3.380,0.0,True,0.0503
Mo-Mo-N-Cl-Cl,3.362,0.0,True,-0.0000
Mo-Mo-N-Cl-H,3.252,0.0,True,0.0615
Mo-Mo-N-Cl-OCN,3.357,0.0,True,0.1642
Mo-Mo-N-Cl-OH,3.334,0.0,True,0.0818
Mo-Mo-N-CN-Br,3.331,0.0,True,0.1357
Mo-Mo-N-CN-Cl,3.303,0.0,True,0.0892
Mo-Mo-N-CN-CN,3.267,0.0,True,0.0000
Mo-Mo-N-CN-F,3.313,0.0,True,0.0933
Mo-Mo-N-CN-H,3.240,0.0,True,-0.0000
Mo-Mo-N-CN-NCO,3.282,0.0,True,0.0002
Mo-Mo-N-CN-NCS,3.315,0.0,True,0.3050
Mo-Mo-N-CN-NO,3.257,0.0,True,0.9761
Mo-Mo-N-CN-O,3.246,0.494,False,0.0000
Mo-Mo-N-CN-OCl,3.238,0.0,True,0.9217
Mo-Mo-N-CN-OCN,3.293,0.0,True,0.0974
Mo-Mo-N-CN-OH,3.276,0.0,True,0.0001
Mo-Mo-N-CN-PO,3.252,0.0,True,-0.0000
Mo-Mo-N-CN-SCN,3.368,0.0,True,-0.0556
Mo-Mo-N-F-Br,3.371,0.0,True,-0.0000
Mo-Mo-N-F-Cl,3.354,0.0,True,0.1133
Mo-Mo-N-F-F,3.296,0.0,True,-0.0000
Mo-Mo-N-F-H,3.279,0.0,True,-0.0001
Mo-Mo-N-F-OCN,3.356,0.0,True,0.4199
Mo-Mo-N-F-OH,3.337,0.0,True,0.4212
Mo-Mo-N-H-H,2.799,0.0,True,0.0525
Mo-Mo-N-H-OCN,3.281,0.0,True,-0.0000
Mo-Mo-N-H-OH,3.257,0.0,True,0.1136
Mo-Mo-N-NCO-Br,3.354,0.0,True,0.0471
Mo-Mo-N-NCO-Cl,3.335,0.0,True,0.0714
Mo-Mo-N-NCO-F,3.339,0.0,True,0.1741
Mo-Mo-N-NCO-H,3.255,0.0,True,-0.0000
Mo-Mo-N-NCO-NCO,3.309,0.0,True,0.1313
Mo-Mo-N-NCO-NCS,3.330,0.0,True,0.1273
Mo-Mo-N-NCO-O,3.253,0.609,False,0.0000
Mo-Mo-N-NCO-OCN,3.334,0.0,True,0.1386
Mo-Mo-N-NCO-OH,3.311,0.0,True,0.1115
Mo-Mo-N-NCO-PO,3.277,0.0,True,-0.0000
Mo-Mo-N-NCO-SCN,3.375,0.0,True,-0.0000
Mo-Mo-N-NCS-Br,3.376,0.0,True,0.0138
Mo-Mo-N-NCS-Cl,3.355,0.0,True,0.1386
Mo-Mo-N-NCS-F,3.351,0.0,True,0.5525
Mo-Mo-N-NCS-H,3.276,0.0,True,0.2931
Mo-Mo-N-NCS-NCS,3.344,0.0,True,0.0016
Mo-Mo-N-NCS-O,3.274,0.320,False,0.0000
Mo-Mo-N-NCS-OCN,3.351,0.0,True,0.3752
Mo-Mo-N-NCS-OH,3.331,0.0,True,0.3741
Mo-Mo-N-NCS-PO,3.304,0.0,True,-0.0000
Mo-Mo-N-NCS-SCN,3.436,0.0,True,0.5674
Mo-Mo-N-NO-Br,3.386,0.0,True,0.0000
Mo-Mo-N-NO-Cl,3.353,0.0,True,-0.0000
Mo-Mo-N-NO-F,3.341,0.0,True,0.5682
Mo-Mo-N-NO-H,3.244,0.0,True,0.9919
Mo-Mo-N-NO-NCO,3.290,0.0,True,0.8337
Mo-Mo-N-NO-NCS,3.315,0.0,True,0.8522
Mo-Mo-N-NO-NO,3.055,0.0,True,1.8081
Mo-Mo-N-NO-O,3.014,0.0,True,0.2872
Mo-Mo-N-NO-OCl,3.170,0.0,True,2.1433
Mo-Mo-N-NO-OCN,3.332,0.0,True,0.6621
Mo-Mo-N-NO-OH,3.287,0.0,True,0.9361
Mo-Mo-N-NO-PO,3.300,0.0,True,0.0017
Mo-Mo-N-NO-SCN,3.420,0.0,True,-0.0000
Mo-Mo-N-O-Br,3.297,0.49,False,-0.0000
Mo-Mo-N-O-Cl,3.273,0.578,False,-0.0000
Mo-Mo-N-OCl-Br,3.289,0.0,True,0.9301
Mo-Mo-N-OCl-Cl,3.265,0.0,True,0.9342
Mo-Mo-N-OCl-F,3.267,0.0,True,0.9051
Mo-Mo-N-OCl-H,3.200,0.0,True,0.7383
Mo-Mo-N-OCl-NCO,3.246,0.0,True,0.9262
Mo-Mo-N-OCl-NCS,3.267,0.0,True,0.0004
Mo-Mo-N-OCl-O,3.174,0.0,True,-0.2364
Mo-Mo-N-OCl-OCl,3.153,0.0,True,1.0705
Mo-Mo-N-OCl-OCN,3.254,0.0,True,0.9220
Mo-Mo-N-OCl-OH,3.242,0.0,True,0.9334
Mo-Mo-N-OCl-PO,3.170,0.0,True,-1.5527
Mo-Mo-N-OCl-SCN,3.555,0.0,True,0.0016
Mo-Mo-N-OCN-OCN,3.356,0.0,True,-0.0000
Mo-Mo-N-O-F,3.280,0.564,False,0.0000
Mo-Mo-N-O-H,3.215,0.635,False,0.0000
Mo-Mo-N-OH-OCN,3.339,0.0,True,0.0000
Mo-Mo-N-OH-OH,3.305,0.0,True,-0.0482
Mo-Mo-N-O-O,3.184,0.0,True,0.0000
Mo-Mo-N-O-OCN,3.086,0.0,True,0.8139
Mo-Mo-N-O-OH,3.249,0.356,False,0.0000
Mo-Mo-N-PO-Br,3.329,0.0,True,-0.0000
Mo-Mo-N-PO-Cl,3.301,0.0,True,0.0003
Mo-Mo-N-PO-F,3.312,0.0,True,0.0000
Mo-Mo-N-PO-H,3.203,0.0,True,0.0000
Mo-Mo-N-PO-O,3.187,0.0,True,1.3760
Mo-Mo-N-PO-OCN,3.290,0.0,True,-0.0000
Mo-Mo-N-PO-OH,3.274,0.0,True,-0.0001
Mo-Mo-N-PO-PO,3.098,0.0,True,-0.0000
Mo-Mo-N-SCN-Br,3.495,0.0,True,0.8519
Mo-Mo-N-SCN-Cl,3.471,0.0,True,0.8870
Mo-Mo-N-SCN-F,3.454,0.069,False,1.0000
Mo-Mo-N-SCN-H,3.329,0.0,True,-0.0000
Mo-Mo-N-SCN-O,3.332,0.327,False,-0.0000
Mo-Mo-N-SCN-OCN,3.471,0.077,False,1.0000
Mo-Mo-N-SCN-OH,3.385,0.0,True,0.0000
Mo-Mo-N-SCN-PO,3.354,0.0,True,-0.0000
Mo-Mo-N-SCN-SCN,3.614,0.0,True,-0.0000
Mo-Nb-C-Br-H,3.293,0.0,True,-0.0820
Mo-Nb-C-Br-OCN,3.398,0.0,True,0.5707
Mo-Nb-C-Br-OH,3.319,0.0,True,0.0622
Mo-Nb-C-Cl-Br,3.427,0.0,True,0.6268
Mo-Nb-C-Cl-H,3.262,0.0,True,-0.2016
Mo-Nb-C-Cl-OCN,3.329,0.0,True,-0.0127
Mo-Nb-C-Cl-OH,3.286,0.0,True,0.1287
Mo-Nb-C-CN-Br,3.395,0.0,True,0.8743
Mo-Nb-C-CN-Cl,3.316,0.0,True,-0.0000
Mo-Nb-C-CN-F,3.308,0.0,True,-0.0501
Mo-Nb-C-CN-H,3.192,0.0,True,0.1145
Mo-Nb-C-CN-NCO,3.281,0.0,True,0.0000
Mo-Nb-C-CN-NCS,3.288,0.0,True,0.1266
Mo-Nb-C-CN-NO,3.190,0.0,True,1.0023
Mo-Nb-C-CN-O,3.166,0.0,True,-0.0000
Mo-Nb-C-CN-OCl,3.150,0.0,True,0.1093
Mo-Nb-C-CN-OCN,3.288,0.0,True,-0.0000
Mo-Nb-C-CN-OH,3.256,0.0,True,0.1534
Mo-Nb-C-CN-PO,3.201,0.0,True,0.0838
Mo-Nb-C-CN-SCN,3.363,0.0,True,0.0003
Mo-Nb-C-F-Br,3.420,0.0,True,0.6970
Mo-Nb-C-F-Cl,3.380,0.0,True,0.7923
Mo-Nb-C-F-H,2.978,0.0,True,2.3299
Mo-Nb-C-F-OCN,3.355,0.0,True,0.8196
Mo-Nb-C-F-OH,3.307,0.0,True,-0.0000
Mo-Nb-C-H-OCN,3.253,0.0,True,0.0614
Mo-Nb-C-H-OH,3.202,0.0,True,0.0885
Mo-Nb-C-NCO-Br,3.403,0.0,True,0.8045
Mo-Nb-C-NCO-Cl,3.321,0.0,True,-0.0299
Mo-Nb-C-NCO-F,3.315,0.0,True,-0.0004
Mo-Nb-C-NCO-H,3.236,0.0,True,-0.0000
Mo-Nb-C-NCO-NCS,3.300,0.0,True,-0.0000
Mo-Nb-C-NCO-O,3.167,0.0,True,0.0000
Mo-Nb-C-NCO-OCN,3.299,0.0,True,0.0000
Mo-Nb-C-NCO-OH,3.263,0.0,True,0.0485
Mo-Nb-C-NCO-PO,3.202,0.0,True,0.3260
Mo-Nb-C-NCO-SCN,3.447,0.0,True,0.7150
Mo-Nb-C-NCS-Br,3.416,0.0,True,0.6306
Mo-Nb-C-NCS-Cl,3.384,0.0,True,0.7559
Mo-Nb-C-NCS-F,3.331,0.0,True,-0.0000
Mo-Nb-C-NCS-H,3.263,0.0,True,-0.1917
Mo-Nb-C-NCS-O,3.194,0.0,True,0.0000
Mo-Nb-C-NCS-OCN,3.322,0.0,True,-0.0001
Mo-Nb-C-NCS-OH,3.287,0.0,True,-0.1055
Mo-Nb-C-NCS-PO,3.236,0.0,True,-0.0176
Mo-Nb-C-NCS-SCN,3.464,0.0,True,0.6441
Mo-Nb-C-NO-Br,3.245,0.0,True,0.5539
Mo-Nb-C-NO-Cl,3.210,0.0,True,0.4336
Mo-Nb-C-NO-F,3.241,0.0,True,0.6568
Mo-Nb-C-NO-H,3.126,0.0,True,0.1696
Mo-Nb-C-NO-NCO,3.189,0.0,True,0.4701
Mo-Nb-C-NO-NCS,3.216,0.0,True,0.4477
Mo-Nb-C-NO-O,3.144,0.085,False,-0.0000
Mo-Nb-C-NO-OCl,3.127,0.0,True,0.0010
Mo-Nb-C-NO-OCN,3.186,0.0,True,0.5538
Mo-Nb-C-NO-OH,3.159,0.0,True,0.5157
Mo-Nb-C-NO-PO,3.155,0.0,True,0.1954
Mo-Nb-C-NO-SCN,3.247,0.0,True,0.2745
Mo-Nb-C-O-Br,3.238,0.0,True,0.0000
Mo-Nb-C-O-Cl,3.207,0.0,True,0.0000
Mo-Nb-C-OCl-Br,3.223,0.0,True,0.9261
Mo-Nb-C-OCl-Cl,3.181,0.0,True,0.6348
Mo-Nb-C-OCl-F,3.224,0.0,True,0.9047
Mo-Nb-C-OCl-H,3.125,0.0,True,0.6208
Mo-Nb-C-OCl-NCO,3.175,0.0,True,0.6229
Mo-Nb-C-OCl-NCS,3.207,0.0,True,0.6433
Mo-Nb-C-OCl-O,3.115,0.0,True,0.6131
Mo-Nb-C-OCl-OCN,3.169,0.0,True,0.6208
Mo-Nb-C-OCl-OH,3.117,0.0,True,1.4886
Mo-Nb-C-OCl-PO,3.144,0.0,True,0.6124
Mo-Nb-C-OCl-SCN,3.238,0.0,True,0.9284
Mo-Nb-C-O-F,3.234,0.0,True,0.0000
Mo-Nb-C-O-H,3.145,0.0,True,0.0000
Mo-Nb-C-OH-OCN,3.293,0.0,True,-0.0004
Mo-Nb-C-O-OCN,3.185,0.0,True,0.0001
Mo-Nb-C-O-OH,3.165,0.0,True,0.0000
Mo-Nb-C-PO-Br,3.286,0.0,True,-0.0001
Mo-Nb-C-PO-Cl,3.249,0.0,True,0.0672
Mo-Nb-C-PO-F,3.277,0.0,True,0.0003
Mo-Nb-C-PO-H,3.160,0.0,True,-0.0001
Mo-Nb-C-PO-O,3.183,0.0,True,-0.0000
Mo-Nb-C-PO-OH,3.200,0.0,True,-0.0000
Mo-Nb-C-SCN-Br,3.519,0.0,True,0.0455
Mo-Nb-C-SCN-Cl,3.488,0.0,True,0.3339
Mo-Nb-C-SCN-F,3.438,0.0,True,0.1262
Mo-Nb-C-SCN-H,3.326,0.0,True,0.0000
Mo-Nb-C-SCN-O,3.228,0.0,True,-0.0000
Mo-Nb-C-SCN-OCN,3.462,0.0,True,0.0000
Mo-Nb-C-SCN-OH,3.368,0.0,True,0.0000
Mo-Nb-C-SCN-PO,3.295,0.0,True,-0.0000
Mo-Nb-N-Br-H,3.350,0.070,False,-0.0000
Mo-Nb-N-Br-OCN,3.394,0.191,False,-0.0000
Mo-Nb-N-Br-OH,3.379,0.210,False,-0.0000
Mo-Nb-N-Cl-Br,3.430,0.128,False,0.0000
Mo-Nb-N-Cl-H,3.323,0.082,False,0.0003
Mo-Nb-N-Cl-OCN,3.367,0.282,False,0.0000
Mo-Nb-N-Cl-OH,3.356,0.194,False,0.0000
Mo-Nb-N-CN-Br,3.397,0.061,False,0.0000
Mo-Nb-N-CN-Cl,3.350,0.171,False,-0.0000
Mo-Nb-N-CN-F,3.347,0.241,False,-0.0000
Mo-Nb-N-CN-H,3.292,0.0,True,-0.0000
Mo-Nb-N-CN-NCO,3.317,0.232,False,-0.0000
Mo-Nb-N-CN-NCS,3.324,0.201,False,0.0000
Mo-Nb-N-CN-NO,3.217,0.0,True,0.9785
Mo-Nb-N-CN-O,3.206,0.0,True,-0.0000
Mo-Nb-N-CN-OCl,3.193,0.0,True,0.7235
Mo-Nb-N-CN-OCN,3.345,0.138,False,0.0000
Mo-Nb-N-CN-OH,3.325,0.266,False,-0.0000
Mo-Nb-N-CN-PO,3.217,0.0,True,0.0000
Mo-Nb-N-CN-SCN,3.396,0.447,False,0.0000
Mo-Nb-N-F-Br,3.395,0.336,False,0.0000
Mo-Nb-N-F-Cl,3.368,0.534,False,0.0000
Mo-Nb-N-F-H,3.322,0.188,False,0.0000
Mo-Nb-N-F-OCN,3.357,0.363,False,0.0000
Mo-Nb-N-F-OH,3.350,0.114,False,-0.0000
Mo-Nb-N-H-OCN,3.322,0.160,False,-0.0000
Mo-Nb-N-H-OH,3.298,0.211,False,0.0000
Mo-Nb-N-NCO-Br,3.404,0.135,False,-0.0000
Mo-Nb-N-NCO-Cl,3.353,0.409,False,-0.0000
Mo-Nb-N-NCO-F,3.356,0.403,False,-0.0000
Mo-Nb-N-NCO-H,3.295,0.092,False,0.0000
Mo-Nb-N-NCO-NCS,3.331,0.294,False,0.0000
Mo-Nb-N-NCO-O,3.217,0.0,True,-0.0539
Mo-Nb-N-NCO-OCN,3.341,0.299,False,-0.0000
Mo-Nb-N-NCO-OH,3.333,0.193,False,0.0000
Mo-Nb-N-NCO-PO,3.289,0.0,True,0.2870
Mo-Nb-N-NCO-SCN,3.402,0.608,False,-0.0000
Mo-Nb-N-NCS-Br,3.423,0.204,False,0.0000
Mo-Nb-N-NCS-Cl,3.393,0.168,False,0.0000
Mo-Nb-N-NCS-F,3.370,0.447,False,-0.0000
Mo-Nb-N-NCS-H,3.313,0.163,False,-0.0000
Mo-Nb-N-NCS-O,3.237,0.0,True,-0.0000
Mo-Nb-N-NCS-OCN,3.373,0.254,False,-0.0000
Mo-Nb-N-NCS-OH,3.350,0.197,False,-0.0000
Mo-Nb-N-NCS-PO,3.328,0.0,True,1.3597
Mo-Nb-N-NCS-SCN,3.423,0.530,False,0.0000
Mo-Nb-N-NO-Br,3.417,0.0,True,0.2978
Mo-Nb-N-NO-Cl,3.392,0.0,True,0.3442
Mo-Nb-N-NO-F,3.380,0.0,True,0.2809
Mo-Nb-N-NO-H,3.153,0.0,True,0.0099
Mo-Nb-N-NO-NCO,3.353,0.0,True,0.5291
Mo-Nb-N-NO-NCS,3.387,0.0,True,0.3454
Mo-Nb-N-NO-O,3.166,0.0,True,0.7416
Mo-Nb-N-NO-OCl,3.150,0.0,True,1.2704
Mo-Nb-N-NO-OCN,3.258,0.0,True,0.6063
Mo-Nb-N-NO-OH,3.225,0.0,True,0.3509
Mo-Nb-N-NO-PO,3.176,0.0,True,0.0000
Mo-Nb-N-NO-SCN,3.439,0.0,True,0.3368
Mo-Nb-N-O-Br,3.369,0.143,False,1.0000
Mo-Nb-N-O-Cl,3.287,0.0,True,1.0000
Mo-Nb-N-OCl-Br,3.492,0.0,True,1.3997
Mo-Nb-N-OCl-Cl,3.306,0.0,True,1.9985
Mo-Nb-N-OCl-F,3.307,0.0,True,1.9988
Mo-Nb-N-OCl-H,3.179,0.0,True,0.6572
Mo-Nb-N-OCl-NCO,3.235,0.0,True,-0.0089
Mo-Nb-N-OCl-NCS,3.246,0.0,True,0.1854
Mo-Nb-N-OCl-O,3.145,0.0,True,0.6151
Mo-Nb-N-OCl-OCN,3.280,0.0,True,2.0002
Mo-Nb-N-OCl-OH,3.213,0.0,True,0.6725
Mo-Nb-N-OCl-PO,3.206,0.0,True,1.6608
Mo-Nb-N-OCl-SCN,3.525,0.0,True,1.4846
Mo-Nb-N-O-F,3.294,0.0,True,1.0000
Mo-Nb-N-O-H,3.120,0.020,False,1.0000
Mo-Nb-N-OH-OCN,3.361,0.142,False,-0.0000
Mo-Nb-N-O-OCN,3.260,0.0,True,0.7021
Mo-Nb-N-O-OH,3.264,0.0,True,0.9248
Mo-Nb-N-PO-Br,3.329,0.0,True,0.1768
Mo-Nb-N-PO-Cl,3.291,0.0,True,0.1406
Mo-Nb-N-PO-F,3.324,0.0,True,0.0000
Mo-Nb-N-PO-H,3.182,0.0,True,-0.0000
Mo-Nb-N-PO-O,3.193,0.0,True,0.0118
Mo-Nb-N-PO-OCN,3.275,0.0,True,0.0008
Mo-Nb-N-PO-OH,3.250,0.0,True,0.1326
Mo-Nb-N-SCN-Br,3.506,0.669,False,0.0000
Mo-Nb-N-SCN-Cl,3.484,0.698,False,0.0000
Mo-Nb-N-SCN-F,3.457,0.808,False,0.0000
Mo-Nb-N-SCN-H,3.431,0.805,False,0.0000
Mo-Nb-N-SCN-O,3.305,0.0,True,-0.0634
Mo-Nb-N-SCN-OCN,3.464,0.764,False,0.0000
Mo-Nb-N-SCN-OH,3.449,0.189,False,0.0000
Mo-Nb-N-SCN-PO,3.401,0.0,True,1.2284
Mo-Sc-C-Br-H,3.273,0.0,True,-0.0000
Mo-Sc-C-Br-OCN,3.318,0.0,True,-0.0000
Mo-Sc-C-Br-OH,3.288,0.0,True,0.0020
Mo-Sc-C-Cl-Br,3.370,0.0,True,0.0000
Mo-Sc-C-Cl-H,3.230,0.0,True,0.0006
Mo-Sc-C-Cl-OCN,3.277,0.0,True,0.0865
Mo-Sc-C-Cl-OH,3.244,0.0,True,0.0526
Mo-Sc-C-CN-Br,3.302,0.0,True,0.0516
Mo-Sc-C-CN-Cl,3.259,0.0,True,0.0348
Mo-Sc-C-CN-F,3.253,0.0,True,-0.0000
Mo-Sc-C-CN-H,3.184,0.0,True,0.0161
Mo-Sc-C-CN-NCO,3.225,0.0,True,-0.0000
Mo-Sc-C-CN-NCS,3.266,0.0,True,-0.0001
Mo-Sc-C-CN-NO,3.218,0.0,True,1.4380
Mo-Sc-C-CN-O,3.195,0.0,True,-0.0000
Mo-Sc-C-CN-OCl,3.189,0.0,True,0.6657
Mo-Sc-C-CN-OCN,3.223,0.0,True,-0.0000
Mo-Sc-C-CN-OH,3.189,0.0,True,0.0000
Mo-Sc-C-CN-PO,3.168,0.0,True,0.1644
Mo-Sc-C-CN-SCN,3.335,0.0,True,0.0004
Mo-Sc-C-F-Br,3.359,0.0,True,0.4334
Mo-Sc-C-F-Cl,3.316,0.0,True,-0.0000
Mo-Sc-C-F-H,3.252,0.0,True,0.1668
Mo-Sc-C-F-OCN,3.293,0.0,True,0.1191
Mo-Sc-C-F-OH,3.269,0.0,True,0.1490
Mo-Sc-C-H-OCN,3.150,0.0,True,0.0481
Mo-Sc-C-H-OH,3.121,0.0,True,0.0457
Mo-Sc-C-NCO-Br,3.323,0.0,True,-0.0562
Mo-Sc-C-NCO-Cl,3.277,0.0,True,0.0849
Mo-Sc-C-NCO-F,3.260,0.0,True,0.0504
Mo-Sc-C-NCO-H,3.194,0.0,True,0.0180
Mo-Sc-C-NCO-NCS,3.280,0.0,True,0.0005
Mo-Sc-C-NCO-O,3.219,0.0,True,-0.0962
Mo-Sc-C-NCO-OCN,3.238,0.0,True,-0.0474
Mo-Sc-C-NCO-OH,3.208,0.0,True,-0.0007
Mo-Sc-C-NCO-PO,3.228,0.0,True,0.0000
Mo-Sc-C-NCO-SCN,3.358,0.0,True,0.0610
Mo-Sc-C-NCS-Br,3.348,0.0,True,0.0000
Mo-Sc-C-NCS-Cl,3.307,0.0,True,-0.0000
Mo-Sc-C-NCS-F,3.286,0.0,True,-0.0000
Mo-Sc-C-NCS-H,3.227,0.0,True,0.0000
Mo-Sc-C-NCS-O,3.247,0.0,True,0.0549
Mo-Sc-C-NCS-OCN,3.270,0.0,True,-0.0000
Mo-Sc-C-NCS-OH,3.241,0.0,True,0.0018
Mo-Sc-C-NCS-PO,3.265,0.0,True,0.0003
Mo-Sc-C-NCS-SCN,3.388,0.0,True,0.2281
Mo-Sc-C-NO-Br,3.263,0.0,True,0.5271
Mo-Sc-C-NO-Cl,3.213,0.0,True,0.2985
Mo-Sc-C-NO-F,3.221,0.0,True,0.2764
Mo-Sc-C-NO-H,3.138,0.0,True,0.1576
Mo-Sc-C-NO-NCO,3.185,0.0,True,0.2170
Mo-Sc-C-NO-NCS,3.231,0.0,True,0.4928
Mo-Sc-C-NO-O,3.177,0.0,True,0.0001
Mo-Sc-C-NO-OCl,3.173,0.0,True,0.6453
Mo-Sc-C-NO-OCN,3.182,0.0,True,0.2092
Mo-Sc-C-NO-PO,3.138,0.0,True,0.5889
Mo-Sc-C-NO-SCN,3.297,0.0,True,0.6805
Mo-Sc-C-O-Br,3.233,0.0,True,0.0634
Mo-Sc-C-O-Cl,3.193,0.0,True,0.0164
Mo-Sc-C-OCl-Br,3.210,0.0,True,-0.6512
Mo-Sc-C-OCl-Cl,3.169,0.0,True,-0.0896
Mo-Sc-C-OCl-F,3.194,0.0,True,0.7402
Mo-Sc-C-OCl-H,3.108,0.0,True,0.6162
Mo-Sc-C-OCl-NCO,3.155,0.0,True,0.4296
Mo-Sc-C-OCl-NCS,3.189,0.0,True,0.6443
Mo-Sc-C-OCl-O,3.117,0.0,True,0.3470
Mo-Sc-C-OCl-OCN,3.150,0.0,True,0.6106
Mo-Sc-C-OCl-OH,3.126,0.0,True,0.4013
Mo-Sc-C-OCl-PO,3.120,0.0,True,0.5362
Mo-Sc-C-OCl-SCN,3.380,0.0,True,0.1580
Mo-Sc-C-O-F,3.216,0.0,True,0.0430
Mo-Sc-C-O-H,3.124,0.0,True,0.0000
Mo-Sc-C-OH-OCN,3.232,0.0,True,0.0477
Mo-Sc-C-O-OCN,3.166,0.0,True,0.0285
Mo-Sc-C-O-OH,3.145,0.0,True,-0.0001
Mo-Sc-C-PO-Br,3.307,0.0,True,0.0001
Mo-Sc-C-PO-Cl,3.259,0.0,True,-0.0000
Mo-Sc-C-PO-F,3.266,0.0,True,-0.0000
Mo-Sc-C-PO-H,3.182,0.0,True,-0.0000
Mo-Sc-C-PO-O,3.225,0.0,True,0.0000
Mo-Sc-C-PO-OCN,3.215,0.0,True,-0.0000
Mo-Sc-C-PO-OH,3.191,0.0,True,0.0000
Mo-Sc-C-SCN-Br,3.438,0.0,True,-0.0406
Mo-Sc-C-SCN-Cl,3.391,0.0,True,-0.0481
Mo-Sc-C-SCN-F,3.346,0.0,True,-0.0001
Mo-Sc-C-SCN-H,3.296,0.0,True,0.0000
Mo-Sc-C-SCN-O,3.280,0.0,True,0.0001
Mo-Sc-C-SCN-OCN,3.345,0.0,True,-0.0005
Mo-Sc-C-SCN-OH,3.304,0.0,True,0.0413
Mo-Sc-C-SCN-PO,3.337,0.0,True,-0.0000
Mo-Sc-N-Br-H,3.233,0.0,True,-0.0000
Mo-Sc-N-Br-OCN,3.276,0.0,True,0.0608
Mo-Sc-N-Br-OH,3.239,0.0,True,0.0418
Mo-Sc-N-Cl-Br,3.356,0.0,True,0.4680
Mo-Sc-N-Cl-H,3.196,0.0,True,0.0000
Mo-Sc-N-Cl-OCN,3.240,0.0,True,0.0015
Mo-Sc-N-Cl-OH,3.205,0.0,True,0.0537
Mo-Sc-N-CN-Br,3.307,0.0,True,0.4386
Mo-Sc-N-CN-Cl,3.246,0.0,True,-0.1245
Mo-Sc-N-CN-F,3.254,0.0,True,-0.1183
