name,lattice_constant,band_gap,isMetal,magnetic_moment
W-W-C-Cl-OH,3.368,0.094,False,0.0000
W-W-C-CN-Br,3.366,0.0,True,0.0000
W-W-C-CN-Cl,3.324,0.0,True,0.2142
W-W-C-CN-CN,3.199,0.0,True,0.0001
W-W-C-CN-F,3.343,0.035,False,0.0000
W-W-C-CN-H,3.131,0.0,True,0.0013
W-W-C-CN-NCO,3.271,0.0,True,-0.0661
W-W-C-CN-NCS,3.308,0.0,True,-0.0000
W-W-C-CN-NO,3.149,0.0,True,0.2174
W-W-C-CN-O,3.196,0.0,True,0.0298
W-W-C-CN-OCl,3.183,0.0,True,0.6261
W-W-C-CN-OCN,3.339,0.0,True,-0.0013
W-W-C-CN-OH,3.329,0.0,True,0.0003
W-W-C-CN-PO,3.185,0.0,True,-0.0000
W-W-C-CN-SCN,3.416,0.080,False,-0.0000
W-W-C-F-Br,3.401,0.116,False,-0.0000
W-W-C-F-Cl,3.380,0.160,False,-0.0000
W-W-C-F-F,3.370,0.0,True,-0.0000
W-W-C-F-H,3.323,0.0,True,-0.0004
W-W-C-F-OCN,3.373,0.0,True,-0.0000
W-W-C-F-OH,3.361,0.0,True,0.0346
W-W-C-H-H,2.909,0.0,True,0.6718
W-W-C-H-OCN,3.290,0.0,True,0.2226
W-W-C-H-OH,3.163,0.0,True,1.0009
W-W-C-NCO-Br,3.388,0.008,False,-0.0000
W-W-C-NCO-Cl,3.364,0.007,False,-0.0000
W-W-C-NCO-F,3.354,0.0,True,0.0000
W-W-C-NCO-H,3.196,0.0,True,0.2772
W-W-C-NCO-NCO,3.417,0.0,True,-0.0000
W-W-C-NCO-NCS,3.342,0.042,False,0.0000
W-W-C-NCO-O,3.203,0.0,True,0.0000
W-W-C-NCO-OCN,3.351,0.0,True,0.0000
W-W-C-NCO-OH,3.337,0.0,True,-0.0001
W-W-C-NCO-PO,3.195,0.0,True,-0.0000
W-W-C-NCO-SCN,3.425,0.269,False,0.0000
W-W-C-NCS-Br,3.397,0.058,False,-0.0000
W-W-C-NCS-Cl,3.371,0.064,False,-0.0000
W-W-C-NCS-F,3.361,0.0,True,0.0003
W-W-C-NCS-H,3.266,0.0,True,0.2063
W-W-C-NCS-NCS,3.458,0.0,True,0.0000
W-W-C-NCS-O,3.226,0.0,True,0.0007
W-W-C-NCS-OCN,3.362,0.0,True,0.0002
W-W-C-NCS-OH,3.346,0.0,True,0.0000
W-W-C-NCS-PO,3.228,0.0,True,0.0209
W-W-C-NCS-SCN,3.441,0.260,False,0.0000
W-W-C-NO-Br,3.222,0.0,True,0.5663
W-W-C-NO-Cl,3.187,0.0,True,0.4852
W-W-C-NO-F,3.246,0.0,True,0.7405
W-W-C-NO-H,3.098,0.0,True,0.0259
W-W-C-NO-NCO,3.176,0.0,True,0.3638
W-W-C-NO-NCS,3.203,0.0,True,0.4167
W-W-C-NO-NO,3.070,0.0,True,-0.0000
W-W-C-NO-O,3.137,0.0,True,0.6637
W-W-C-NO-OCl,3.121,0.0,True,-0.6050
W-W-C-NO-OCN,3.177,0.0,True,0.5576
W-W-C-NO-OH,3.155,0.0,True,0.5207
W-W-C-NO-PO,3.148,0.0,True,0.0000
W-W-C-NO-SCN,3.251,0.0,True,0.4806
W-W-C-O-Br,3.243,0.0,True,-0.0000
W-W-C-O-Cl,3.217,0.0,True,0.0001
W-W-C-OCl-Br,3.217,0.0,True,0.8006
W-W-C-OCl-Cl,3.201,0.0,True,0.7288
W-W-C-OCl-F,3.234,0.0,True,0.9110
W-W-C-OCl-H,3.145,0.0,True,0.6128
W-W-C-OCl-NCO,3.190,0.0,True,0.7591
W-W-C-OCl-NCS,3.210,0.0,True,-0.0074
W-W-C-OCl-O,3.122,0.0,True,0.6140
W-W-C-OCl-OCl,3.112,0.0,True,1.2344
W-W-C-OCl-OCN,3.184,0.0,True,0.6177
W-W-C-OCl-OH,3.128,0.0,True,1.5268
W-W-C-OCl-PO,3.153,0.0,True,0.6308
W-W-C-OCl-SCN,3.251,0.0,True,1.0598
W-W-C-OCN-OCN,3.362,0.0,True,-0.0000
W-W-C-O-F,3.246,0.0,True,-0.0000
W-W-C-O-H,3.160,0.0,True,-0.0000
W-W-C-OH-OCN,3.354,0.0,True,-0.0000
W-W-C-OH-OH,3.327,0.0,True,-0.0000
W-W-C-O-O,3.124,0.0,True,0.0000
W-W-C-O-OCN,3.204,0.0,True,-0.0000
W-W-C-O-OH,3.188,0.0,True,0.0002
W-W-C-PO-Br,3.253,0.0,True,0.0000
W-W-C-PO-Cl,3.214,0.0,True,0.0003
W-W-C-PO-F,3.263,0.0,True,0.2158
W-W-C-PO-H,3.134,0.0,True,-0.0000
W-W-C-PO-O,3.168,0.0,True,0.0001
W-W-C-PO-OCN,3.203,0.0,True,0.0000
W-W-C-PO-OH,3.185,0.0,True,-0.0000
W-W-C-PO-PO,3.182,0.0,True,0.0000
W-W-C-SCN-Br,3.482,0.407,False,-0.0000
W-W-C-SCN-Cl,3.456,0.383,False,0.0000
W-W-C-SCN-F,3.438,0.250,False,0.0000
W-W-C-SCN-H,3.396,0.010,False,-0.0000
W-W-C-SCN-O,3.152,0.0,True,-0.0360
W-W-C-SCN-OCN,3.441,0.118,False,0.0000
W-W-C-SCN-OH,3.420,0.0,True,0.0001
W-W-C-SCN-PO,3.277,0.0,True,0.0002
W-W-C-SCN-SCN,3.586,0.0,True,-0.0003
W-W-N-Br-Br,3.463,0.0,True,0.1701
W-W-N-Br-H,3.313,0.0,True,0.0000
W-W-N-Br-OCN,3.416,0.0,True,-0.0000
W-W-N-Br-OH,3.367,0.0,True,0.0002
W-W-N-Cl-Br,3.423,0.0,True,0.0000
W-W-N-Cl-Cl,3.403,0.0,True,0.0000
W-W-N-Cl-H,3.295,0.0,True,0.1184
W-W-N-Cl-OCN,3.408,0.0,True,0.0000
W-W-N-Cl-OH,3.394,0.0,True,-0.0001
W-W-N-CN-Br,3.356,0.0,True,0.0160
W-W-N-CN-Cl,3.336,0.0,True,0.1586
W-W-N-CN-CN,3.274,0.0,True,0.1166
W-W-N-CN-F,3.330,0.0,True,-0.0000
W-W-N-CN-H,3.255,0.0,True,-0.0000
W-W-N-CN-NCO,3.300,0.0,True,0.0801
W-W-N-CN-NCS,3.331,0.0,True,-0.0000
W-W-N-CN-NO,3.325,0.0,True,0.2633
W-W-N-CN-O,3.264,0.921,False,0.0000
W-W-N-CN-OCl,3.251,0.0,True,0.9308
W-W-N-CN-OCN,3.097,0.0,True,0.9277
W-W-N-CN-OH,3.299,0.0,True,0.0000
W-W-N-CN-PO,3.295,0.0,True,0.0000
W-W-N-CN-SCN,3.413,0.0,True,0.0616
W-W-N-F-Br,3.387,0.0,True,0.0000
W-W-N-F-Cl,3.368,0.0,True,0.0000
W-W-N-F-F,3.354,0.0,True,0.1655
W-W-N-F-H,3.293,0.0,True,-0.0779
W-W-N-F-OCN,3.376,0.0,True,0.0000
W-W-N-F-OH,3.355,0.0,True,0.0000
W-W-N-H-H,2.787,0.0,True,0.3037
W-W-N-H-OCN,3.315,0.0,True,0.0914
W-W-N-H-OH,3.283,0.0,True,0.0033
W-W-N-NCO-Br,3.368,0.0,True,-0.0000
W-W-N-NCO-Cl,3.359,0.0,True,0.0003
W-W-N-NCO-F,3.339,0.0,True,0.5292
W-W-N-NCO-H,3.255,0.0,True,0.0549
W-W-N-NCO-NCO,3.342,0.0,True,0.0043
W-W-N-NCO-NCS,3.353,0.0,True,0.0000
W-W-N-NCO-O,3.274,0.621,False,-0.0000
W-W-N-NCO-OCN,3.382,0.0,True,-0.0039
W-W-N-NCO-OH,3.333,0.0,True,0.0000
W-W-N-NCO-PO,3.317,0.0,True,-0.0000
W-W-N-NCO-SCN,3.447,0.0,True,0.0791
W-W-N-NCS-Br,3.396,0.0,True,0.0000
W-W-N-NCS-Cl,3.378,0.0,True,-0.0000
W-W-N-NCS-F,3.366,0.0,True,0.0000
W-W-N-NCS-H,3.276,0.0,True,0.4227
W-W-N-NCS-NCS,3.342,0.0,True,0.3581
W-W-N-NCS-O,3.291,0.612,False,-0.0000
W-W-N-NCS-OCN,3.371,0.0,True,-0.0000
W-W-N-NCS-OH,3.347,0.0,True,-0.0000
W-W-N-NCS-PO,3.341,0.0,True,0.0000
W-W-N-NCS-SCN,3.477,0.0,True,-0.0000
W-W-N-NO-Br,3.392,0.0,True,0.0000
W-W-N-NO-Cl,3.369,0.0,True,-0.0000
W-W-N-NO-F,3.361,0.0,True,0.1096
W-W-N-NO-H,3.277,0.0,True,0.7650
W-W-N-NO-NCO,3.339,0.0,True,0.1089
W-W-N-NO-NCS,3.129,0.0,True,0.3159
W-W-N-NO-NO,2.992,0.0,True,0.2787
W-W-N-NO-O,2.984,0.0,True,0.4018
W-W-N-NO-OCl,3.173,0.0,True,1.0112
W-W-N-NO-OCN,3.098,0.0,True,1.6171
W-W-N-NO-OH,3.322,0.0,True,0.6695
W-W-N-NO-PO,3.040,0.0,True,0.0524
W-W-N-NO-SCN,3.430,0.0,True,-0.0001
W-W-N-O-Br,3.319,1.069,False,0.0000
W-W-N-O-Cl,3.296,1.035,False,0.0000
W-W-N-OCl-Br,3.308,0.0,True,0.9701
W-W-N-OCl-Cl,3.277,0.0,True,0.9749
W-W-N-OCl-F,3.290,0.0,True,0.8702
W-W-N-OCl-H,3.214,0.0,True,0.7640
W-W-N-OCl-NCO,3.265,0.0,True,0.9317
W-W-N-OCl-NCS,3.283,0.0,True,-0.9237
W-W-N-OCl-O,3.195,0.0,True,-0.1546
W-W-N-OCl-OCl,2.957,0.0,True,0.1495
W-W-N-OCl-OCN,3.269,0.0,True,0.9662
W-W-N-OCl-OH,3.197,0.0,True,1.1310
W-W-N-OCl-PO,3.189,0.0,True,0.6025
W-W-N-OCl-SCN,3.593,0.0,True,0.7143
W-W-N-OCN-OCN,3.408,0.0,True,0.2497
W-W-N-O-F,3.302,0.688,False,-0.0000
W-W-N-O-H,2.904,0.0,True,0.0000
W-W-N-OH-OCN,3.397,0.0,True,0.2665
W-W-N-O-O,2.843,0.0,True,-0.0000
W-W-N-O-OCN,3.066,0.0,True,1.0200
W-W-N-O-OH,3.276,0.233,False,-0.0000
W-W-N-PO-Br,3.374,0.0,True,0.0000
W-W-N-PO-Cl,3.344,0.0,True,0.0000
W-W-N-PO-F,3.345,0.0,True,0.0134
W-W-N-PO-H,3.233,0.0,True,0.0000
W-W-N-PO-O,2.868,0.0,True,1.9863
W-W-N-PO-OCN,3.335,0.0,True,-0.0000
W-W-N-PO-OH,3.316,0.0,True,0.0000
W-W-N-PO-PO,3.058,0.0,True,0.0002
W-W-N-SCN-Br,3.520,0.0,True,0.7347
W-W-N-SCN-Cl,3.483,0.0,True,0.1901
W-W-N-SCN-F,3.464,0.0,True,0.1051
W-W-N-SCN-H,3.348,0.0,True,-0.0000
W-W-N-SCN-O,3.632,0.467,False,0.0000
W-W-N-SCN-OCN,3.484,0.0,True,0.0933
W-W-N-SCN-OH,3.475,0.0,True,0.1356
W-W-N-SCN-PO,3.402,0.0,True,-0.0000
W-W-N-SCN-SCN,3.665,0.0,True,-0.0000
W-Y-C-Br-H,3.414,0.0,True,0.0380
W-Y-C-Br-OCN,3.458,0.0,True,-0.0000
W-Y-C-Br-OH,3.433,0.0,True,0.0151
W-Y-C-Cl-Br,3.485,0.0,True,-0.0000
W-Y-C-Cl-H,3.374,0.0,True,0.1030
W-Y-C-Cl-OCN,3.417,0.0,True,0.0849
W-Y-C-Cl-OH,3.389,0.0,True,0.1313
W-Y-C-CN-Br,3.410,0.0,True,0.2202
W-Y-C-CN-Cl,3.373,0.0,True,-0.0000
W-Y-C-CN-F,3.350,0.0,True,0.0003
W-Y-C-CN-H,3.302,0.0,True,0.0600
W-Y-C-CN-NCO,3.336,0.0,True,0.0338
W-Y-C-CN-NCS,3.379,0.0,True,-0.0000
W-Y-C-CN-NO,3.353,0.0,True,1.5498
W-Y-C-CN-O,3.356,0.0,True,0.1724
W-Y-C-CN-OCl,3.353,0.0,True,0.9224
W-Y-C-CN-OCN,3.339,0.0,True,0.0081
W-Y-C-CN-OH,3.310,0.0,True,0.1209
W-Y-C-CN-PO,3.253,0.0,True,0.3843
W-Y-C-CN-SCN,3.435,0.0,True,0.2593
W-Y-C-F-Br,3.459,0.0,True,-0.0000
W-Y-C-F-Cl,3.427,0.0,True,0.0566
W-Y-C-F-H,3.361,0.0,True,0.1211
W-Y-C-F-OCN,3.398,0.0,True,0.1223
W-Y-C-F-OH,3.377,0.0,True,0.1872
W-Y-C-H-OCN,3.270,0.0,True,0.9358
W-Y-C-H-OH,3.233,0.0,True,0.8265
W-Y-C-NCO-Br,3.432,0.0,True,-0.0000
W-Y-C-NCO-Cl,3.394,0.0,True,-0.0000
W-Y-C-NCO-F,3.364,0.0,True,0.0119
W-Y-C-NCO-H,3.329,0.0,True,0.1010
W-Y-C-NCO-NCS,3.398,0.0,True,-0.0000
W-Y-C-NCO-O,3.357,0.0,True,0.0022
W-Y-C-NCO-OCN,3.364,0.0,True,-0.0001
W-Y-C-NCO-OH,3.337,0.0,True,-0.0060
W-Y-C-NCO-PO,3.310,0.0,True,-0.0000
W-Y-C-NCO-SCN,3.472,0.0,True,-0.0081
W-Y-C-NCS-Br,3.444,0.0,True,0.2145
W-Y-C-NCS-Cl,3.410,0.0,True,-0.0000
W-Y-C-NCS-F,3.382,0.0,True,-0.0000
W-Y-C-NCS-H,3.349,0.0,True,0.0108
W-Y-C-NCS-O,3.377,0.0,True,0.0591
W-Y-C-NCS-OCN,3.384,0.0,True,-0.0000
W-Y-C-NCS-OH,3.361,0.0,True,0.0018
W-Y-C-NCS-PO,3.331,0.0,True,-0.0190
W-Y-C-NCS-SCN,3.487,0.0,True,0.4217
W-Y-C-NO-Br,3.366,0.0,True,0.6956
W-Y-C-NO-Cl,3.330,0.0,True,0.6641
W-Y-C-NO-F,3.324,0.0,True,0.6767
W-Y-C-NO-H,3.263,0.0,True,0.6400
W-Y-C-NO-NCO,3.301,0.0,True,0.6641
W-Y-C-NO-NCS,3.340,0.0,True,0.6641
W-Y-C-NO-O,3.323,0.0,True,0.0006
W-Y-C-NO-OCl,3.320,0.0,True,-0.9178
W-Y-C-NO-OCN,3.304,0.0,True,0.6641
W-Y-C-NO-OH,3.278,0.0,True,0.6702
W-Y-C-NO-PO,3.209,0.0,True,0.5889
W-Y-C-NO-SCN,3.503,0.0,True,-0.0000
W-Y-C-O-Br,3.314,0.0,True,0.0991
W-Y-C-O-Cl,3.281,0.0,True,0.1010
W-Y-C-OCl-Br,3.285,0.0,True,0.9357
W-Y-C-OCl-Cl,3.252,0.0,True,-0.0590
W-Y-C-OCl-F,3.272,0.0,True,0.9991
W-Y-C-OCl-H,3.201,0.0,True,0.7413
W-Y-C-OCl-NCO,3.232,0.0,True,0.8631
W-Y-C-OCl-NCS,3.269,0.0,True,-0.0111
W-Y-C-OCl-O,3.256,0.0,True,-0.0051
W-Y-C-OCl-OCN,3.242,0.0,True,0.8576
W-Y-C-OCl-OH,3.215,0.0,True,0.0557
W-Y-C-OCl-PO,3.178,0.0,True,0.6057
W-Y-C-OCl-SCN,3.473,0.0,True,0.0005
W-Y-C-O-F,3.285,0.0,True,0.1260
W-Y-C-O-H,3.227,0.0,True,0.0506
W-Y-C-OH-OCN,3.366,0.0,True,0.1873
W-Y-C-O-OCN,3.259,0.0,True,0.1001
W-Y-C-O-OH,3.240,0.0,True,0.1007
W-Y-C-PO-Br,3.419,0.0,True,0.0000
W-Y-C-PO-Cl,3.381,0.0,True,0.0000
W-Y-C-PO-F,3.355,0.0,True,0.0000
W-Y-C-PO-H,3.318,0.0,True,0.0306
W-Y-C-PO-O,3.384,0.0,True,-0.0000
W-Y-C-PO-OCN,3.344,0.0,True,-0.0002
W-Y-C-PO-OH,3.314,0.0,True,-0.0000
W-Y-C-SCN-Br,3.549,0.0,True,0.0854
W-Y-C-SCN-Cl,3.518,0.0,True,0.0598
W-Y-C-SCN-F,3.462,0.0,True,0.0000
W-Y-C-SCN-H,3.447,0.0,True,-0.0001
W-Y-C-SCN-O,3.430,0.0,True,-0.0000
W-Y-C-SCN-OCN,3.487,0.0,True,0.2208
W-Y-C-SCN-OH,3.463,0.0,True,0.1681
W-Y-C-SCN-PO,3.423,0.0,True,-0.0000
W-Y-N-Br-H,3.413,0.0,True,0.0669
W-Y-N-Br-OCN,3.449,0.0,True,-0.0000
W-Y-N-Br-OH,3.405,0.0,True,0.1076
W-Y-N-Cl-Br,3.528,0.0,True,1.2578
W-Y-N-Cl-H,3.385,0.0,True,0.1880
W-Y-N-Cl-OCN,3.418,0.0,True,0.2587
W-Y-N-Cl-OH,3.344,0.0,True,0.1987
W-Y-N-CN-Br,3.407,0.0,True,0.3516
W-Y-N-CN-Cl,3.368,0.0,True,0.3516
W-Y-N-CN-F,3.344,0.0,True,0.3503
W-Y-N-CN-H,3.284,0.0,True,-0.0000
W-Y-N-CN-NCO,3.335,0.0,True,0.3512
W-Y-N-CN-NCS,3.372,0.0,True,0.3516
W-Y-N-CN-NO,3.314,0.0,True,2.0179
W-Y-N-CN-O,3.287,0.0,True,0.6544
W-Y-N-CN-OCl,3.280,0.0,True,0.2838
W-Y-N-CN-OCN,3.333,0.0,True,0.3367
W-Y-N-CN-OH,3.295,0.0,True,0.1020
W-Y-N-CN-PO,3.247,0.0,True,0.0713
W-Y-N-CN-SCN,3.491,0.0,True,1.7160
W-Y-N-F-Br,3.502,0.0,True,1.7374
W-Y-N-F-Cl,3.475,0.0,True,1.7271
W-Y-N-F-H,3.385,0.0,True,1.7049
W-Y-N-F-OCN,3.424,0.0,True,1.7086
W-Y-N-F-OH,3.401,0.0,True,1.7669
W-Y-N-H-OCN,3.292,0.0,True,0.3148
W-Y-N-H-OH,3.242,0.0,True,0.1223
W-Y-N-NCO-Br,3.491,0.0,True,1.6710
W-Y-N-NCO-Cl,3.396,0.0,True,0.3752
W-Y-N-NCO-F,3.362,0.0,True,0.0000
W-Y-N-NCO-H,3.309,0.0,True,0.0000
W-Y-N-NCO-NCS,3.406,0.0,True,0.2497
W-Y-N-NCO-O,3.441,0.131,False,3.0000
W-Y-N-NCO-OCN,3.365,0.0,True,0.3426
W-Y-N-NCO-OH,3.314,0.0,True,-0.0142
W-Y-N-NCO-PO,3.411,0.0,True,0.9478
W-Y-N-NCO-SCN,3.520,0.0,True,1.6617
W-Y-N-NCS-Br,3.452,0.0,True,-0.1083
W-Y-N-NCS-Cl,3.415,0.0,True,-0.0313
W-Y-N-NCS-F,3.369,0.0,True,0.2803
W-Y-N-NCS-H,3.353,0.0,True,0.0000
W-Y-N-NCS-O,3.314,0.0,True,0.1599
W-Y-N-NCS-OCN,3.380,0.0,True,0.3037
W-Y-N-NCS-OH,3.336,0.0,True,-0.0000
W-Y-N-NCS-PO,3.292,0.0,True,0.0000
W-Y-N-NCS-SCN,3.529,0.0,True,1.6781
W-Y-N-NO-Br,3.515,0.170,False,-0.0000
W-Y-N-NO-Cl,3.487,0.149,False,0.0000
W-Y-N-NO-F,3.455,0.057,False,0.0000
W-Y-N-NO-H,3.420,0.081,False,-0.0000
W-Y-N-NO-NCO,3.456,0.121,False,0.0000
W-Y-N-NO-NCS,3.482,0.116,False,0.0000
W-Y-N-NO-O,3.258,0.0,True,0.6641
W-Y-N-NO-OCl,3.248,0.0,True,1.6274
W-Y-N-NO-OCN,3.463,0.108,False,-0.0000
W-Y-N-NO-OH,3.439,0.0,True,0.0001
W-Y-N-NO-PO,3.215,0.0,True,0.2398
W-Y-N-NO-SCN,3.530,0.170,False,0.0000
W-Y-N-O-Br,3.350,0.0,True,0.4297
W-Y-N-O-Cl,3.313,0.0,True,0.3166
W-Y-N-OCl-Br,3.323,0.0,True,0.3251
W-Y-N-OCl-Cl,3.297,0.0,True,-0.3258
W-Y-N-OCl-F,3.292,0.0,True,1.2134
W-Y-N-OCl-H,3.224,0.0,True,0.1178
W-Y-N-OCl-NCS,3.301,0.0,True,0.5983
W-Y-N-OCl-O,3.231,0.0,True,-0.5157
W-Y-N-OCl-OCN,3.248,0.0,True,0.8206
W-Y-N-OCl-OH,3.228,0.0,True,0.8154
W-Y-N-OCl-PO,3.201,0.0,True,0.6650
W-Y-N-OCl-SCN,3.343,0.0,True,1.2393
W-Y-N-O-F,3.311,0.0,True,0.3588
W-Y-N-O-H,3.247,0.0,True,0.1837
W-Y-N-OH-OCN,3.443,0.0,True,1.6562
W-Y-N-O-OCN,3.276,0.0,True,0.1868
W-Y-N-O-OH,3.250,0.0,True,0.1019
W-Y-N-PO-Br,3.421,0.144,False,0.0000
W-Y-N-PO-Cl,3.385,0.131,False,-0.0000
W-Y-N-PO-F,3.366,0.208,False,0.0000
W-Y-N-PO-H,3.318,0.234,False,0.0000
W-Y-N-PO-O,3.310,0.0,True,0.2663
W-Y-N-PO-OCN,3.355,0.127,False,-0.0000
W-Y-N-PO-OH,3.329,0.0,True,0.0000
W-Y-N-SCN-Br,3.618,0.0,True,1.1870
W-Y-N-SCN-Cl,3.514,0.0,True,0.0578
W-Y-N-SCN-F,3.462,0.0,True,-0.0000
W-Y-N-SCN-H,3.439,0.0,True,0.0007
W-Y-N-SCN-O,3.410,0.0,True,0.0893
W-Y-N-SCN-OCN,3.479,0.0,True,-0.0000
W-Y-N-SCN-OH,3.446,0.0,True,0.0001
W-Y-N-SCN-PO,3.415,0.0,True,-0.0000
W-Zr-C-Br-H,3.366,0.0,True,0.0000
W-Zr-C-Br-OCN,3.411,0.0,True,0.0000
W-Zr-C-Br-OH,3.366,0.0,True,0.0015
W-Zr-C-Cl-Br,3.449,0.0,True,0.0000
W-Zr-C-Cl-H,3.334,0.0,True,0.0000
W-Zr-C-Cl-OCN,3.376,0.0,True,-0.0000
W-Zr-C-Cl-OH,3.285,0.0,True,0.0001
W-Zr-C-CN-Br,3.347,0.0,True,-0.0000
W-Zr-C-CN-Cl,3.311,0.0,True,0.0000
W-Zr-C-CN-F,3.308,0.0,True,-0.0000
W-Zr-C-CN-H,3.250,0.0,True,0.0000
W-Zr-C-CN-NCO,3.282,0.0,True,0.0009
W-Zr-C-CN-NCS,3.314,0.0,True,-0.0000
W-Zr-C-CN-NO,3.250,0.0,True,1.5239
W-Zr-C-CN-O,3.219,0.0,True,0.0000
W-Zr-C-CN-OCl,3.207,0.0,True,-0.0014
W-Zr-C-CN-OCN,3.282,0.0,True,0.0616
W-Zr-C-CN-OH,3.255,0.0,True,0.0525
W-Zr-C-CN-PO,3.223,0.0,True,-0.0000
W-Zr-C-CN-SCN,3.356,0.0,True,0.0000
W-Zr-C-F-Br,3.426,0.0,True,-0.0000
W-Zr-C-F-Cl,3.399,0.0,True,-0.0000
W-Zr-C-F-H,3.344,0.0,True,0.0691
W-Zr-C-F-OCN,3.372,0.0,True,-0.0000
W-Zr-C-F-OH,3.343,0.0,True,0.0533
W-Zr-C-H-OCN,3.236,0.0,True,-0.0012
W-Zr-C-H-OH,3.208,0.0,True,0.0263
W-Zr-C-NCO-Br,3.360,0.0,True,0.0001
W-Zr-C-NCO-Cl,3.319,0.0,True,0.0027
W-Zr-C-NCO-F,3.311,0.0,True,0.0000
W-Zr-C-NCO-H,3.255,0.0,True,0.0115
W-Zr-C-NCO-NCS,3.351,0.0,True,0.0898
W-Zr-C-NCO-O,3.229,0.0,True,0.0001
W-Zr-C-NCO-OCN,3.287,0.0,True,-0.0000
W-Zr-C-NCO-OH,3.260,0.0,True,0.0000
W-Zr-C-NCO-PO,3.240,0.0,True,0.0001
W-Zr-C-NCO-SCN,3.371,0.0,True,-0.0000
W-Zr-C-NCS-Br,3.421,0.0,True,0.0000
W-Zr-C-NCS-Cl,3.386,0.0,True,0.0000
W-Zr-C-NCS-F,3.357,0.0,True,0.0000
W-Zr-C-NCS-H,3.285,0.0,True,0.0000
W-Zr-C-NCS-O,3.249,0.0,True,0.0000
W-Zr-C-NCS-OCN,3.314,0.0,True,0.0000
W-Zr-C-NCS-OH,3.286,0.0,True,0.0289
W-Zr-C-NCS-PO,3.269,0.0,True,0.0000
W-Zr-C-NCS-SCN,3.449,0.0,True,0.0403
W-Zr-C-NO-Br,3.307,0.047,False,-0.0000
W-Zr-C-NO-Cl,3.271,0.077,False,-0.0000
W-Zr-C-NO-F,3.282,0.042,False,-0.0000
W-Zr-C-NO-H,3.198,0.0,True,0.1873
W-Zr-C-NO-NCO,3.244,0.100,False,-0.0000
W-Zr-C-NO-NCS,3.270,0.0,True,0.0557
W-Zr-C-NO-O,3.194,0.0,True,0.5422
W-Zr-C-NO-OCl,3.179,0.0,True,0.8861
W-Zr-C-NO-OCN,3.244,0.083,False,-0.0000
W-Zr-C-NO-PO,3.187,0.0,True,0.4041
W-Zr-C-NO-SCN,3.310,0.0,True,0.1837
W-Zr-C-O-Br,3.274,0.0,True,0.0264
W-Zr-C-O-Cl,3.241,0.0,True,0.0000
W-Zr-C-OCl-Br,3.248,0.0,True,0.9217
W-Zr-C-OCl-Cl,3.227,0.0,True,0.8671
W-Zr-C-OCl-F,3.244,0.0,True,0.9538
W-Zr-C-OCl-H,3.164,0.0,True,0.5829
W-Zr-C-OCl-NCO,3.211,0.0,True,0.7722
W-Zr-C-OCl-NCS,3.242,0.0,True,0.9430
W-Zr-C-OCl-O,3.159,0.0,True,0.5944
W-Zr-C-OCl-OCN,3.191,0.0,True,0.7342
W-Zr-C-OCl-OH,3.175,0.0,True,0.5898
W-Zr-C-OCl-PO,3.167,0.0,True,0.6070
W-Zr-C-OCl-SCN,3.256,0.0,True,0.9351
W-Zr-C-O-F,3.258,0.0,True,0.0001
W-Zr-C-O-H,3.183,0.0,True,0.0000
W-Zr-C-OH-OCN,3.344,0.0,True,0.0001
W-Zr-C-O-OCN,3.217,0.0,True,-0.0000
W-Zr-C-O-OH,3.192,0.0,True,0.0006
W-Zr-C-PO-Br,3.369,0.0,True,-0.0000
W-Zr-C-PO-Cl,3.333,0.0,True,-0.0000
W-Zr-C-PO-F,3.324,0.0,True,0.0000
W-Zr-C-PO-H,3.251,0.0,True,0.0000
W-Zr-C-PO-O,3.234,0.0,True,0.0000
W-Zr-C-PO-OCN,3.304,0.0,True,-0.0000
W-Zr-C-PO-OH,3.277,0.0,True,0.0157
W-Zr-C-SCN-Br,3.516,0.0,True,0.0003
W-Zr-C-SCN-Cl,3.480,0.0,True,0.0004
W-Zr-C-SCN-F,3.438,0.0,True,-0.0000
W-Zr-C-SCN-H,3.411,0.0,True,-0.0000
W-Zr-C-SCN-O,3.308,0.0,True,0.0000
W-Zr-C-SCN-OCN,3.452,0.0,True,-0.0001
W-Zr-C-SCN-OH,3.411,0.0,True,0.0021
W-Zr-C-SCN-PO,3.341,0.0,True,0.0000
W-Zr-N-Br-H,3.411,0.0,True,0.5386
W-Zr-N-Br-OCN,3.470,0.0,True,0.1991
W-Zr-N-Br-OH,3.422,0.0,True,0.8381
W-Zr-N-Cl-Br,3.498,0.0,True,0.2504
W-Zr-N-Cl-H,3.388,0.0,True,0.6447
W-Zr-N-Cl-OCN,3.447,0.0,True,0.4294
W-Zr-N-Cl-OH,3.363,0.0,True,0.8116
W-Zr-N-CN-Br,3.406,0.0,True,0.9453
W-Zr-N-CN-Cl,3.394,0.0,True,0.9208
W-Zr-N-CN-F,3.342,0.0,True,-0.0000
W-Zr-N-CN-H,3.275,0.0,True,-0.0000
W-Zr-N-CN-NCO,3.309,0.0,True,0.1057
W-Zr-N-CN-NCS,3.339,0.0,True,-0.0300
W-Zr-N-CN-NO,3.247,0.0,True,1.4528
W-Zr-N-CN-O,3.214,0.0,True,0.0015
W-Zr-N-CN-OCl,3.194,0.0,True,0.6578
W-Zr-N-CN-OCN,3.320,0.0,True,-0.0449
W-Zr-N-CN-OH,3.284,0.0,True,0.2194
